"he.ind.alt$Ho","Fis","Ho","MLH","BdLog","Locality","Morphotype","Elevation","DO","pH","SMI"
0.229448993779399,0.0357,0.229448993779399,0.397580353918382,0,"A","Non-metamorphic",3462,74,7.4,12.7105089151157
0.240553985608653,-0.01097,0.240553985608653,0.401029252437703,0,"A","Non-metamorphic",3462,74,7.4,10.3287863122498
0.225088253085472,0.05402,0.225088253085472,0.389869989165764,2.762476467,"A","Non-metamorphic",3462,74,7.4,6.83014264489389
0.229792074827782,0.03425,0.229792074827782,0.395594077284218,0,"A","Non-metamorphic",3462,74,7.4,9.44219389011541
0.249131011818239,-0.04702,0.249131011818239,0.405796316359697,0,"A","Non-metamorphic",3462,74,7.4,13.0090313539415
0.24064427009507,-0.01135,0.24064427009507,0.399404117009751,0,"A","Metamorphic",3462,74,7.4,6.80950113035786
0.237114146676177,0.003482,0.237114146676177,0.402889129649693,2.380691272,"A","Non-metamorphic",3462,74,7.4,8.03541264618477
0.230821317972933,0.02993,0.230821317972933,0.39628024557602,2.880876104,"A","Metamorphic",3462,64.7,7.4,13.5370354776622
0.227760673883407,0.04279,0.227760673883407,0.397237269772481,0,"A","Metamorphic",3462,64.7,7,12.9837472166251
0.238405214831935,-0.001944,0.238405214831935,0.400957024196461,0,"A","Non-metamorphic",3462,64.7,7,12.3856352693633
0.229692761892724,0.03467,0.229692761892724,0.395413506681112,0,"A","Non-metamorphic",3462,64.7,7,10.3524607466095
0.243370861584854,-0.02281,0.243370861584854,0.400162513542795,4.212540076,"A","Non-metamorphic",3462,74,7,11.3829024346988
0.223083937487022,0.06245,0.223083937487022,0.389219934994583,3.925116559,"C","Non-metamorphic",3177,70,7.2,9.8330502734445
0.217386986394128,0.08639,0.217386986394128,0.383947273383893,2.200653768,"C","Non-metamorphic",3177,70,7.2,9.95429048474294
0.240761639927411,-0.01185,0.240761639927411,0.404929577464789,3.044107594,"C","Non-metamorphic",3177,70,7.2,11.3514682195441
0.264659943481912,-0.1123,0.264659943481912,0.417479234380643,3.822417755,"C","Non-metamorphic",3177,79.1,7.6,10.6563391307588
0.239723368333619,-0.007484,0.239723368333619,0.402816901408451,2.897272507,"C","Non-metamorphic",3177,70,7.2,12.1480136582283
0.223219364216647,0.06188,0.223219364216647,0.396081617912604,3.568408041,"C","Non-metamorphic",3177,70,7.2,6.74889647679348
0.232139471474617,0.02439,0.232139471474617,0.393048031780426,2.796225237,"C","Non-metamorphic",3177,79.4,7.5,8.85735085615976
0.223607587508238,0.06025,0.223607587508238,0.396406644998194,4.10204918,"C","Non-metamorphic",3177,79.4,7.5,15.5003639982796
0.234071559483934,0.01627,0.234071559483934,0.399837486457205,3.720561774,"C","Non-metamorphic",3177,79.4,7.5,13.2860262842396
0.224663915999314,0.05581,0.224663915999314,0.396370530877573,2.757869251,"C","Non-metamorphic",3177,79.1,7.6,9.8330502734445
0.238351044140085,-0.001716,0.238351044140085,0.403557240881185,3.004940318,"C","Metamorphic",3177,79.1,7.6,5.55987215784582
0.218307888155578,0.08252,0.218307888155578,0.393878656554713,3.564268836,"C","Non-metamorphic",3177,79.1,7.6,11.9795096284307
0.220402488240446,0.07372,0.220402488240446,0.393589743589744,4.008896348,"C","Non-metamorphic",3177,70,7.2,10.8904632985733
0.245059181480846,-0.02991,0.245059181480846,0.408107620079451,5.090513274,"C","Non-metamorphic",3177,79.1,7.6,8.93913661222228
0.229376766190266,0.036,0.229376766190266,0.39781509570242,1.993445195,"C","Metamorphic",3177,79.1,7.6,8.93478276034861
0.221070593439929,0.07091,0.221070593439929,0.39068255687974,4.080862552,"C","Metamorphic",3177,79.1,7.6,6.70108707026146
0.217459213983261,0.08609,0.217459213983261,0.384416756951968,2.42459521,"C","Metamorphic",3177,79.1,7.6,11.5303084901174
0.234089616381217,0.01619,0.234089616381217,0.39877211989888,2.128417611,"C","Non-metamorphic",3177,79.1,7.6,8.09867577215218
0.225169509123247,0.05368,0.225169509123247,0.391115926327194,4.093415037,"C","Metamorphic",3177,79.1,7.6,6.57255172152924
0.225359106544722,0.05288,0.225359106544722,0.396948356807512,2.204085375,"C","Non-metamorphic",3177,79.1,7.6,8.034153289192
0.240680383889636,-0.01151,0.240680383889636,0.401047309498014,3.150903459,"D","Non-metamorphic",3087,75,6.5,12.3856352693633
0.238983035545002,-0.004372,0.238983035545002,0.401679306608884,4.130919863,"D","Non-metamorphic",3087,85.1,6.7,11.145168908933
0.235859192314985,0.008756,0.235859192314985,0.398898519321055,3.053904925,"D","Non-metamorphic",3087,85.1,6.7,11.0486923885041
0.218253717463728,0.08275,0.218253717463728,0.390231130371975,3.11120547,"D","Non-metamorphic",3087,85.1,6.7,6.68640541041934
0.23816144671861,-0.0009194,0.23816144671861,0.399891657638136,3.876487392,"D","Non-metamorphic",3087,85.1,6.7,13.5919464393867
0.222605429709013,0.06446,0.222605429709013,0.387847598410979,5.054827959,"D","Non-metamorphic",3087,75,6.5,6.20029167088893
0.241213062359495,-0.01374,0.241213062359495,0.403521126760563,5.174104925,"D","Non-metamorphic",3087,75,6.5,9.88752303283844
0.239181661415119,-0.005207,0.239181661415119,0.40559768869628,3.558890881,"D","Non-metamorphic",3087,75,6.5,9.94552473875118
0.214326342304602,0.09925,0.214326342304602,0.385771036475262,5.66943399,"D","Non-metamorphic",3087,75,6.5,10.3524607466095
0.232464495625717,0.02302,0.232464495625717,0.400722282412423,4.163187559,"D","Non-metamorphic",3087,85.1,6.7,10.8505104240556
0.225124366880039,0.05387,0.225124366880039,0.39006861682918,4.175724743,"D","Non-metamorphic",3087,75,6.5,9.44845506751087
0.207022327353491,0.1299,0.207022327353491,0.377988443481401,3.310464204,"D","Non-metamorphic",3087,81.4,6.47,13.1258310852065
0.24724406605213,-0.03909,0.24724406605213,0.40807150595883,2.943758857,"D","Non-metamorphic",3087,85.1,6.7,12.5635173111352
0.257572611298201,-0.0825,0.257572611298201,0.414030335861322,3.013187331,"D","Non-metamorphic",3087,85.1,6.7,14.1227876834618
0.236202273363368,0.007314,0.236202273363368,0.398049837486457,2.865645631,"D","Non-metamorphic",3087,85.1,6.7,9.44219389011541
0.214380512996452,0.09902,0.214380512996452,0.396370530877573,2.299439078,"D","Non-metamorphic",3087,85.1,6.7,13.1258310852065
0.235001489694026,0.01236,0.235001489694026,0.400830624774287,1.797838946,"D","Non-metamorphic",3087,85.1,6.7,12.7105089151157
0.234197957764917,0.01574,0.234197957764917,0.404460093896714,3.201090074,"D","Non-metamorphic",3087,85.1,6.7,9.36223002913734
0.228455864428815,0.03987,0.228455864428815,0.410075839653304,4.701145083,"E","Non-metamorphic",2744,117.7,8.1,8.71237063885866
0.250611677395473,-0.05324,0.250611677395473,0.421650415312387,4.502857764,"E","Non-metamorphic",2744,117.7,8.1,11.5866548982162
0.229611505854949,0.03501,0.229611505854949,0.402275189599133,2.542113422,"E","Non-metamorphic",2744,117.7,8.1,12.7017362058714
0.242829154666354,-0.02054,0.242829154666354,0.414247020585049,2.373486288,"E","Metamorphic",2744,117.7,8.1,11.1173234063476
0.25665170953675,-0.07863,0.25665170953675,0.427085590465872,3.358784287,"E","Non-metamorphic",2744,117.7,8.1,13.2723873129906
0.233213856862975,0.01987,0.233213856862975,0.416829180209462,4.241521429,"E","Non-metamorphic",2744,117.7,8.1,14.1227876834618
0.218398172641995,0.08214,0.218398172641995,0.406229685807151,3.652319378,"E","Non-metamorphic",2744,117.7,8.1,11.1132967633688
0.22745370662959,0.04408,0.22745370662959,0.406031058143734,3.60402117,"E","Non-metamorphic",2744,117.7,8.1,13.5958509140268
0.225864699668656,0.05076,0.225864699668656,0.408522932466594,2.404021844,"E","Non-metamorphic",2744,117.7,8.1,7.87549865112388
0.229719847238649,0.03456,0.229719847238649,0.411448176236909,3.010576061,"E","Non-metamorphic",2744,117.7,8.1,10.7269639346667
0.228121811829073,0.04127,0.228121811829073,0.407746478873239,2.68216174,"E","Non-metamorphic",2744,117.7,8.1,10.2164048331886
0.23664466734681,0.005455,0.23664466734681,0.420007222824124,2.70633222,"E","Metamorphic",2744,117.7,8,9.73781041246879
0.283330775272885,-0.1908,0.283330775272885,0.441133983387505,3.040092148,"E","Non-metamorphic",2744,109.2,8,10.3968271695499
0.239235832106969,-0.005435,0.239235832106969,0.419989165763814,5.077439062,"E","Non-metamorphic",2744,109.2,8,12.0522288907534
0.244309820243588,-0.02676,0.244309820243588,0.424106175514626,2.750331686,"E","Non-metamorphic",2744,109.2,8,10.4187157156583
0.233656250846417,0.01801,0.233656250846417,0.409552184904298,5.118165697,"E","Metamorphic",2744,109.2,8,11.1132967633688
0.23843230017786,-0.002058,0.23843230017786,0.41677500902853,3.963554699,"E","Non-metamorphic",2744,109.2,8,10.6211003233649
0.226406406587156,0.04848,0.226406406587156,0.415456843625858,3.682344416,"E","Non-metamorphic",2744,109.2,8.3,12.4866150414985
0.233773620678759,0.01752,0.233773620678759,0.410798122065728,2.561764473,"E","Non-metamorphic",2744,109.8,8.3,11.1827684380688
0.286806727999928,-0.2054,0.286806727999928,0.442434091729866,0,"E","Non-metamorphic",2744,109.8,8.3,13.4087049183334
0.235714737136718,0.009363,0.235714737136718,0.414301191765981,4.069121286,"E","Non-metamorphic",2744,109.8,8.3,12.9131023829501
0.221052536542646,0.07098,0.221052536542646,0.386222462983026,3.834008732,"B","Metamorphic",3433,109.8,6.63,8.51381877305034
0.22674948763554,0.04704,0.22674948763554,0.386728060671723,3.520280062,"B","Non-metamorphic",3433,103.66,6.63,6.64301314211982
0.200494758985564,0.1574,0.200494758985564,0.378620440592272,2.077078657,"B","Metamorphic",3433,103.66,6.63,8.19021753031956
0.243388918482137,-0.02289,0.243388918482137,0.402943300830625,0,"B","Metamorphic",3433,103.66,6.63,11.0690961505127
0.2318325042208,0.02568,0.2318325042208,0.396785843264716,0,"B","Non-metamorphic",3433,103.66,6.63,8.53767830611736
0.175233159686171,0.2635,0.175233159686171,0.360491152040448,3.817821702,"B","Metamorphic",3433,103.66,6.63,6.25739562855559
0.215527125973944,0.09421,0.215527125973944,0.380101119537739,5.525785291,"B","Metamorphic",3433,103.66,6.63,8.04522295100005
0.227137710927131,0.04541,0.227137710927131,0.387721198988805,0,"B","Metamorphic",3433,103.66,6.63,12.6576089104939
0.203185236680781,0.1461,0.203185236680781,0.389093535572409,0,"B","Metamorphic",3433,103.66,6.63,13.497792953587
0.237330829443577,0.002571,0.237330829443577,0.401155651859877,4.632998623,"B","Non-metamorphic",3433,103.66,6.63,13.4087049183334
0.20128926246603,0.154,0.20128926246603,0.377392560491152,0,"B","Metamorphic",3433,103.66,6.63,12.1480136582283
0.21999620805157,0.07542,0.21999620805157,0.384886240520043,0,"B","Metamorphic",3433,103.66,6.63,7.62332430900133
0.222939482308755,0.06305,0.222939482308755,0.386836403033586,4.595842113,"B","Non-metamorphic",3433,103.66,6.63,10.2452139673408
0.235452912126109,0.01046,0.235452912126109,0.392650776453593,4.003414641,"B","Metamorphic",3433,103.66,6.63,5.36348196733337
0.239741425230903,-0.00756,0.239741425230903,0.396966413867822,2.273239691,"B","Metamorphic",3433,103.66,6.63,7.53652332738464
0.249338666136998,-0.04789,0.249338666136998,0.406951968219574,2.646395865,"B","Metamorphic",3433,103.66,6.63,10.6767413804616
0.21382977762931,0.1013,0.21382977762931,0.390646442759119,2.188677056,"B","Metamorphic",3433,103.66,6.63,7.15130928977782
0.227706503191557,0.04302,0.227706503191557,0.395919104369809,1.94148671,"B","Metamorphic",3433,103.66,6.63,10.1765941663099
0.254692536181508,-0.07039,0.254692536181508,0.409299386059949,2.60604142,"B","Metamorphic",3433,103.66,6.63,10.6767413804616
0.206913985969791,0.1304,0.206913985969791,0.396081617912604,0,"B","Metamorphic",3433,103.66,6.63,8.16456693800003
0.213892976769802,0.1011,0.213892976769802,0.384272300469484,5.348030518,"B","Non-metamorphic",3433,103.66,6.63,6.74889647679348
0.210236455069925,0.1164,0.210236455069925,0.389021307331166,4.388422447,"B","Non-metamorphic",3433,103.66,6.63,6.74889647679348
0.244977925443071,-0.02957,0.244977925443071,0.41209823040809,4.606854523,"B","Non-metamorphic",3433,103.66,6.63,8.85735085615976
